Mot,Prononciation,Type
raffât,ʁaa,verbe_flexion
raffâtes,ʁaat,verbe_flexion
raffèrent,ʁaɛʁ,verbe_flexion
raffé,ʁae,verbe_flexion
rafonce,ʁafɔ̃,verbe_flexion
rafoncent,ʁafɔ̃,verbe_flexion
rafonces,ʁafɔ̃,verbe_flexion
rafonça,ʁafɔ̃a,verbe_flexion
rafonçai,ʁafɔ̃e,verbe_flexion
rafonçaient,ʁafɔ̃ɛ,verbe_flexion
rafonçais,ʁafɔ̃ɛ,verbe_flexion
rafonçait,ʁafɔ̃ɛ,verbe_flexion
rafonçant,ʁafɔ̃ɑ̃,verbe_flexion
rafonças,ʁafɔ̃a,verbe_flexion
rafonçasse,ʁafɔ̃as,verbe_flexion
rafonçassent,ʁafɔ̃as,verbe_flexion
rafonçasses,ʁafɔ̃as,verbe_flexion
rafonçassiez,ʁafɔ̃asje,verbe_flexion
rafonçassions,ʁafɔ̃asjɔ̃,verbe_flexion
rafonçons,ʁafɔ̃ɔ̃,verbe_flexion
rafonçâmes,ʁafɔ̃am,verbe_flexion
rafonçât,ʁafɔ̃a,verbe_flexion
rafonçâtes,ʁafɔ̃at,verbe_flexion
rafouilla,ʁafua,verbe_flexion
rafouillai,ʁafue,verbe_flexion
rafouillaient,ʁafuɛ,verbe_flexion
rafouillais,ʁafuɛ,verbe_flexion
rafouillait,ʁafuɛ,verbe_flexion
rafouillant,ʁafuɑ̃,verbe_flexion
rafouillas,ʁafua,verbe_flexion
rafouillasse,ʁafuas,verbe_flexion
rafouillassent,ʁafuas,verbe_flexion
rafouillasses,ʁafuas,verbe_flexion
rafouillassiez,ʁafuasje,verbe_flexion
rafouillassions,ʁafuasjɔ̃,verbe_flexion
rafouille,ʁafu,verbe_flexion
rafouillent,ʁafu,verbe_flexion
rafouillera,ʁafuəʁa,verbe_flexion
rafouillerai,ʁafuəʁe,verbe_flexion
rafouilleraient,ʁafuəʁɛ,verbe_flexion
rafouillerais,ʁafuəʁɛ,verbe_flexion
rafouillerait,ʁafuəʁɛ,verbe_flexion
rafouilleras,ʁafuəʁa,verbe_flexion
rafouillerez,ʁafuəʁe,verbe_flexion
rafouilleriez,ʁafuəʁje,verbe_flexion
rafouillerions,ʁafuəʁjɔ̃,verbe_flexion
rafouillerons,ʁafuəʁɔ̃,verbe_flexion
rafouilleront,ʁafuəʁɔ̃,verbe_flexion
rafouilles,ʁafu,verbe_flexion
rafouillez,ʁafue,verbe_flexion
rafouillons,ʁafuɔ̃,verbe_flexion
rafouillâmes,ʁafuam,verbe_flexion
rafouillât,ʁafua,verbe_flexion
rafouillâtes,ʁafuat,verbe_flexion
rafouillèrent,ʁafuɛʁ,verbe_flexion
rafouillé,ʁafue,verbe_flexion
rafouillée,ʁafue,verbe_flexion
rafouillées,ʁafue,verbe_flexion
rafouillés,ʁafue,verbe_flexion
rafraichisseur,ʁafʁɛʃisœ̃ʁ,nom
rafraichisseurs,ʁafʁɛʃisœ̃ʁ,nom_flexion
rafraîchisseur,ʁafʁɛʃisœ̃ʁ,nom
rafraîchisseurs,ʁafʁɛʃisœ̃ʁ,nom_flexion
rafè,ʁafe,nom
ragorner,ɔʁne,verbe
raides,m,adjectif_flexion
ramadoua,ʁamadlwa,verbe_flexion
ramadouai,ʁamadlwe,verbe_flexion
ramadouaient,ʁamadlwɛ,verbe_flexion
ramadouais,ʁamadlwɛ,verbe_flexion
ramadouait,ʁamadlwɛ,verbe_flexion
ramadouant,ʁamadlwɑ̃,verbe_flexion
ramadouas,ʁamadlwa,verbe_flexion
ramadouasse,ʁamadlwas,verbe_flexion
ramadouassent,ʁamadlwas,verbe_flexion
ramadouasses,ʁamadlwas,verbe_flexion
ramadouassiez,ʁamadlwasje,verbe_flexion
ramadouassions,ʁamadlwasjɔ̃,verbe_flexion
ramadouez,ʁamadlwe,verbe_flexion
ramadouons,ʁamadlwɔ̃,verbe_flexion
ramadouâmes,ʁamadlwam,verbe_flexion
ramadouât,ʁamadlwa,verbe_flexion
ramadouâtes,ʁamadlwat,verbe_flexion
ramadouèrent,ʁamadlwɛʁ,verbe_flexion
ramadoué,ʁamadlwe,verbe_flexion
ramadouée,ʁamadlwe,verbe_flexion
ramadouées,ʁamadlwe,verbe_flexion
ramadoués,ʁamadlwe,verbe_flexion
ramadés,ʁamad,adjectif_flexion
ramenardes,ʁamnaʁ,adjectif_flexion
rancher,ʁɑ̃ttʃœʁ,nom_num=2
ranchers,ʁɑ̃ttʃœʁ,nom_flexion
ranchs,ʁɑ̃tʃ,nom_flexion
randomisation,ʁɛ̃dɔmizasjɔ̃,nom
rangeot,ʁɑ̃ddʒo,nom
rangeots,ʁɑ̃ddʒo,nom_flexion
ranitidine,ʁanitidʁin,nom
ranz,ʁɑ̃,nom
rapidos,ʁapidos,adverbe
rapistola,ʁapistɔa,verbe_flexion
rapistolai,ʁapistɔe,verbe_flexion
rapistolaient,ʁapistɔɛ,verbe_flexion
rapistolais,ʁapistɔɛ,verbe_flexion
rapistolait,ʁapistɔɛ,verbe_flexion
rapistolant,ʁapistɔɑ̃,verbe_flexion
rapistolas,ʁapistɔa,verbe_flexion
rapistolasse,ʁapistɔas,verbe_flexion
rapistolassent,ʁapistɔas,verbe_flexion
rapistolasses,ʁapistɔas,verbe_flexion
rapistolassiez,ʁapistɔasje,verbe_flexion
rapistolassions,ʁapistɔasjɔ̃,verbe_flexion
rapistole,ʁapistɔ,verbe_flexion
rapistolent,ʁapistɔ,verbe_flexion
rapistolera,ʁapistɔəʁa,verbe_flexion
rapistolerai,ʁapistɔəʁe,verbe_flexion
rapistoleraient,ʁapistɔəʁɛ,verbe_flexion
rapistolerais,ʁapistɔəʁɛ,verbe_flexion
rapistolerait,ʁapistɔəʁɛ,verbe_flexion
rapistoleras,ʁapistɔəʁa,verbe_flexion
rapistolerez,ʁapistɔəʁe,verbe_flexion
rapistoleriez,ʁapistɔəʁje,verbe_flexion
rapistolerions,ʁapistɔəʁjɔ̃,verbe_flexion
rapistolerons,ʁapistɔəʁɔ̃,verbe_flexion
rapistoleront,ʁapistɔəʁɔ̃,verbe_flexion
rapistoles,ʁapistɔ,verbe_flexion
rapistolez,ʁapistɔe,verbe_flexion
rapistoliez,ʁapistɔje,verbe_flexion
rapistolions,ʁapistɔjɔ̃,verbe_flexion
rapistolons,ʁapistɔɔ̃,verbe_flexion
rapistolâmes,ʁapistɔam,verbe_flexion
rapistolât,ʁapistɔa,verbe_flexion
rapistolâtes,ʁapistɔat,verbe_flexion
rapistolèrent,ʁapistɔɛʁ,verbe_flexion
rapistolé,ʁapistɔe,verbe_flexion
rapistolée,ʁapistɔe,verbe_flexion
rapistolées,ʁapistɔe,verbe_flexion
rapistolés,ʁapistɔe,verbe_flexion
rappuya,ʁapɥija,verbe_flexion
rappuyai,ʁapɥije,verbe_flexion
rappuyaient,ʁapɥijɛ,verbe_flexion
rappuyais,ʁapɥijɛ,verbe_flexion
rappuyait,ʁapɥijɛ,verbe_flexion
rappuyant,ʁapɥijɑ̃,verbe_flexion
rappuyas,ʁapɥija,verbe_flexion
rappuyasse,ʁapɥijas,verbe_flexion
rappuyassent,ʁapɥijas,verbe_flexion
rappuyasses,ʁapɥijas,verbe_flexion
rappuyassiez,ʁapɥijasje,verbe_flexion
rappuyassions,ʁapɥijasjɔ̃,verbe_flexion
rappuyer,ʁapɥije,verbe
rappuyez,ʁapɥije,verbe_flexion
rappuyons,ʁapɥijɔ̃,verbe_flexion
rappuyâmes,ʁapɥijam,verbe_flexion
rappuyât,ʁapɥija,verbe_flexion
rappuyâtes,ʁapɥijat,verbe_flexion
rappuyèrent,ʁapɥijɛʁ,verbe_flexion
rappuyé,ʁapɥije,verbe_flexion
rappuyée,ʁapɥije,verbe_flexion
rappuyées,ʁapɥije,verbe_flexion
rappuyés,ʁapɥije,verbe_flexion
ratiennes,ʁatɛn,verbe_flexion
ratin,ʁtɛ̃,adjectif
ratiocineuses,ʁasjɔsinœʁ,nom_flexion
rayent,ʁɛj,verbe_flexion
raélienne,ʁaeljɛ̃,nom_flexion
reales,ʁealɛs,nom_flexion
rebalayent,ʁəbalɛj,verbe_flexion
rebastîmes,ʁəbatizam,verbe_flexion
rebigophona,ʁəbiɡɔfɔnena,verbe_flexion
rebigophonai,ʁəbiɡɔfɔnene,verbe_flexion
rebigophonaient,ʁəbiɡɔfɔnenɛ,verbe_flexion
rebigophonais,ʁəbiɡɔfɔnenɛ,verbe_flexion
rebigophonait,ʁəbiɡɔfɔnenɛ,verbe_flexion
rebigophonant,ʁəbiɡɔfɔnenɑ̃,verbe_flexion
rebigophonas,ʁəbiɡɔfɔnena,verbe_flexion
rebigophonasse,ʁəbiɡɔfɔnenas,verbe_flexion
rebigophonassent,ʁəbiɡɔfɔnenas,verbe_flexion
rebigophonasses,ʁəbiɡɔfɔnenas,verbe_flexion
rebigophonassiez,ʁəbiɡɔfɔnenasje,verbe_flexion
rebigophonassions,ʁəbiɡɔfɔnenasjɔ̃,verbe_flexion
rebigophone,ʁəbiɡɔfɔnen,verbe_flexion
rebigophonent,ʁəbiɡɔfɔnen,verbe_flexion
rebigophonera,ʁəbiɡɔfɔnenəʁa,verbe_flexion
rebigophonerai,ʁəbiɡɔfɔnenəʁe,verbe_flexion
rebigophoneraient,ʁəbiɡɔfɔnenəʁɛ,verbe_flexion
rebigophonerais,ʁəbiɡɔfɔnenəʁɛ,verbe_flexion
rebigophonerait,ʁəbiɡɔfɔnenəʁɛ,verbe_flexion
rebigophoneras,ʁəbiɡɔfɔnenəʁa,verbe_flexion
rebigophonerez,ʁəbiɡɔfɔnenəʁe,verbe_flexion
rebigophoneriez,ʁəbiɡɔfɔnenəʁje,verbe_flexion
rebigophonerions,ʁəbiɡɔfɔnenəʁjɔ̃,verbe_flexion
rebigophonerons,ʁəbiɡɔfɔnenəʁɔ̃,verbe_flexion
rebigophoneront,ʁəbiɡɔfɔnenəʁɔ̃,verbe_flexion
rebigophones,ʁəbiɡɔfɔnen,verbe_flexion
rebigophonez,ʁəbiɡɔfɔnene,verbe_flexion
rebigophoniez,ʁəbiɡɔfɔnenje,verbe_flexion
rebigophonions,ʁəbiɡɔfɔnenjɔ̃,verbe_flexion
rebigophonons,ʁəbiɡɔfɔnenɔ̃,verbe_flexion
rebigophonâmes,ʁəbiɡɔfɔnenam,verbe_flexion
rebigophonât,ʁəbiɡɔfɔnena,verbe_flexion
rebigophonâtes,ʁəbiɡɔfɔnenat,verbe_flexion
rebigophonèrent,ʁəbiɡɔfɔnenɛʁ,verbe_flexion
rebigophoné,ʁəbiɡɔfɔnene,verbe_flexion
rebluffa,ʁəbløfa,verbe_flexion
rebluffai,ʁəbløfe,verbe_flexion
rebluffaient,ʁəbløfɛ,verbe_flexion
rebluffais,ʁəbløfɛ,verbe_flexion
rebluffait,ʁəbløfɛ,verbe_flexion
rebluffant,ʁəbløfɑ̃,verbe_flexion
rebluffas,ʁəbløfa,verbe_flexion
rebluffasse,ʁəbløfas,verbe_flexion
rebluffassent,ʁəbløfas,verbe_flexion
rebluffasses,ʁəbløfas,verbe_flexion
rebluffassiez,ʁəbløfasje,verbe_flexion
rebluffassions,ʁəbløfasjɔ̃,verbe_flexion
rebluffe,ʁəbløf,verbe_flexion
rebluffent,ʁəbløf,verbe_flexion
rebluffer,ʁəbløfe,verbe
rebluffera,ʁəbløfəʁa,verbe_flexion
reblufferai,ʁəbløfəʁe,verbe_flexion
reblufferaient,ʁəbløfəʁɛ,verbe_flexion
reblufferais,ʁəbløfəʁɛ,verbe_flexion
reblufferait,ʁəbløfəʁɛ,verbe_flexion
reblufferas,ʁəbløfəʁa,verbe_flexion
reblufferez,ʁəbløfəʁe,verbe_flexion
reblufferiez,ʁəbløfəʁje,verbe_flexion
reblufferions,ʁəbløfəʁjɔ̃,verbe_flexion
reblufferons,ʁəbløfəʁɔ̃,verbe_flexion
reblufferont,ʁəbløfəʁɔ̃,verbe_flexion
rebluffes,ʁəbløf,verbe_flexion
rebluffez,ʁəbløfe,verbe_flexion
rebluffiez,ʁəbløfje,verbe_flexion
rebluffions,ʁəbløfjɔ̃,verbe_flexion
rebluffons,ʁəbløfɔ̃,verbe_flexion
rebluffâmes,ʁəbløfam,verbe_flexion
rebluffât,ʁəbløfa,verbe_flexion
rebluffâtes,ʁəbløfat,verbe_flexion
rebluffèrent,ʁəbløfɛʁ,verbe_flexion
rebluffé,ʁəbløfe,verbe_flexion
rebluffée,ʁəbløfe,verbe_flexion
rebluffées,ʁəbløfe,verbe_flexion
rebluffés,ʁəbløfe,verbe_flexion
reboursicoter,ʁəbuʁkikɔte,verbe
rebrailler,ʁəbʁade,verbe
rebraire,ʁəbtʁɛʁ,verbe
rebruxellisa,ʁədebʁysɛliza,verbe_flexion
rebruxellisai,ʁədebʁysɛlize,verbe_flexion
rebruxellisaient,ʁədebʁysɛlizɛ,verbe_flexion
rebruxellisais,ʁədebʁysɛlizɛ,verbe_flexion
rebruxellisait,ʁədebʁysɛlizɛ,verbe_flexion
rebruxellisant,ʁədebʁysɛlizɑ̃,verbe_flexion
rebruxellisas,ʁədebʁysɛliza,verbe_flexion
rebruxellisasse,ʁədebʁysɛlizas,verbe_flexion
rebruxellisassent,ʁədebʁysɛlizas,verbe_flexion
rebruxellisasses,ʁədebʁysɛlizas,verbe_flexion
rebruxellisassiez,ʁədebʁysɛlizasje,verbe_flexion
rebruxellisassions,ʁədebʁysɛlizasjɔ̃,verbe_flexion
rebruxellise,ʁədebʁysɛliz,verbe_flexion
rebruxellisent,ʁədebʁysɛliz,verbe_flexion
rebruxellisera,ʁədebʁysɛlizəʁa,verbe_flexion
rebruxelliserai,ʁədebʁysɛlizəʁe,verbe_flexion
rebruxelliseraient,ʁədebʁysɛlizəʁɛ,verbe_flexion
rebruxelliserais,ʁədebʁysɛlizəʁɛ,verbe_flexion
rebruxelliserait,ʁədebʁysɛlizəʁɛ,verbe_flexion
rebruxelliseras,ʁədebʁysɛlizəʁa,verbe_flexion
rebruxelliserez,ʁədebʁysɛlizəʁe,verbe_flexion
rebruxelliseriez,ʁədebʁysɛlizəʁje,verbe_flexion
rebruxelliserions,ʁədebʁysɛlizəʁjɔ̃,verbe_flexion
rebruxelliserons,ʁədebʁysɛlizəʁɔ̃,verbe_flexion
rebruxelliseront,ʁədebʁysɛlizəʁɔ̃,verbe_flexion
rebruxellises,ʁədebʁysɛliz,verbe_flexion
rebruxellisez,ʁədebʁysɛlize,verbe_flexion
rebruxellisiez,ʁədebʁysɛlizje,verbe_flexion
rebruxellisions,ʁədebʁysɛlizjɔ̃,verbe_flexion
rebruxellisons,ʁədebʁysɛlizɔ̃,verbe_flexion
rebruxellisâmes,ʁədebʁysɛlizam,verbe_flexion
rebruxellisât,ʁədebʁysɛliza,verbe_flexion
rebruxellisâtes,ʁədebʁysɛlizat,verbe_flexion
rebruxellisèrent,ʁədebʁysɛlizɛʁ,verbe_flexion
rebruxellisé,ʁədebʁysɛlize,verbe_flexion
rebruxellisée,ʁədebʁysɛlize,verbe_flexion
rebruxellisées,ʁədebʁysɛlize,verbe_flexion
rebruxellisés,ʁədebʁysɛlize,verbe_flexion
rebruyaient,ʁəbʁɥijɛ,verbe_flexion
rebruyais,ʁəbʁɥijɛ,verbe_flexion
rebruyait,ʁəbʁɥijɛ,verbe_flexion
rebutina,bytina,verbe_flexion
rebutinai,bytine,verbe_flexion
rebutinaient,bytinɛ,verbe_flexion
rebutinais,bytinɛ,verbe_flexion
rebutinait,bytinɛ,verbe_flexion
rebutinant,bytinɑ̃,verbe_flexion
rebutinas,bytina,verbe_flexion
rebutinasse,bytinas,verbe_flexion
rebutinassent,bytinas,verbe_flexion
rebutinasses,bytinas,verbe_flexion
rebutinassiez,bytinasje,verbe_flexion
rebutinassions,bytinasjɔ̃,verbe_flexion
rebutine,bytin,verbe_flexion
rebutinent,bytin,verbe_flexion
rebutinera,bytinəʁa,verbe_flexion
rebutinerai,bytinəʁe,verbe_flexion
rebutineraient,bytinəʁɛ,verbe_flexion
rebutinerais,bytinəʁɛ,verbe_flexion
rebutinerait,bytinəʁɛ,verbe_flexion
rebutineras,bytinəʁa,verbe_flexion
rebutinerez,bytinəʁe,verbe_flexion
rebutineriez,bytinəʁje,verbe_flexion
rebutinerions,bytinəʁjɔ̃,verbe_flexion
rebutinerons,bytinəʁɔ̃,verbe_flexion
rebutineront,bytinəʁɔ̃,verbe_flexion
rebutines,bytin,verbe_flexion
rebutinez,bytine,verbe_flexion
rebutiniez,bytinje,verbe_flexion
rebutinions,bytinjɔ̃,verbe_flexion
rebutinons,bytinɔ̃,verbe_flexion
rebutinâmes,bytinam,verbe_flexion
rebutinât,bytina,verbe_flexion
rebutinâtes,bytinat,verbe_flexion
rebutinèrent,bytinɛʁ,verbe_flexion
rebutiné,bytine,verbe_flexion
rebutinée,bytine,verbe_flexion
rebutinées,bytine,verbe_flexion
rebutinés,bytine,verbe_flexion
rebégayent,ʁəbeɡɛj,verbe_flexion
rechallengent,ʁətʃalɛndʒ,verbe_flexion
rechallenges,ʁətʃalɛndʒ,verbe_flexion
recoache,ʁəkotʃ,verbe_flexion
recoachent,ʁəkotʃ,verbe_flexion
recoaches,ʁəkotʃ,verbe_flexion
recoloriez,ʁəkɔʁje,verbe_flexion|num=1
recolorions,ʁəkɔʁjɔ̃,verbe_flexion|num=1
recomploter,ʁəkɔ̃pləte,verbe
recomporta,ʁəkɔ̃pəʁta,verbe_flexion
recomportai,ʁəkɔ̃pəʁte,verbe_flexion
recomportaient,ʁəkɔ̃pəʁtɛ,verbe_flexion
recomportais,ʁəkɔ̃pəʁtɛ,verbe_flexion
recomportait,ʁəkɔ̃pəʁtɛ,verbe_flexion
recomportant,ʁəkɔ̃pəʁtɑ̃,verbe_flexion
recomportas,ʁəkɔ̃pəʁta,verbe_flexion
recomportasse,ʁəkɔ̃pəʁtas,verbe_flexion
recomportassent,ʁəkɔ̃pəʁtas,verbe_flexion
recomportasses,ʁəkɔ̃pəʁtas,verbe_flexion
recomportassiez,ʁəkɔ̃pəʁtasje,verbe_flexion
recomportassions,ʁəkɔ̃pəʁtasjɔ̃,verbe_flexion
recomporte,ʁəkɔ̃pəʁt,verbe_flexion
recomportent,ʁəkɔ̃pəʁt,verbe_flexion
recomporter,ʁəkɔ̃pəʁte,verbe
recomportera,ʁəkɔ̃pəʁtəʁa,verbe_flexion
recomporterai,ʁəkɔ̃pəʁtəʁe,verbe_flexion
recomporteraient,ʁəkɔ̃pəʁtəʁɛ,verbe_flexion
recomporterais,ʁəkɔ̃pəʁtəʁɛ,verbe_flexion
recomporterait,ʁəkɔ̃pəʁtəʁɛ,verbe_flexion
recomporteras,ʁəkɔ̃pəʁtəʁa,verbe_flexion
recomporterez,ʁəkɔ̃pəʁtəʁe,verbe_flexion
recomporteriez,ʁəkɔ̃pəʁtəʁje,verbe_flexion
recomporterions,ʁəkɔ̃pəʁtəʁjɔ̃,verbe_flexion
recomporterons,ʁəkɔ̃pəʁtəʁɔ̃,verbe_flexion
recomporteront,ʁəkɔ̃pəʁtəʁɔ̃,verbe_flexion
recomportes,ʁəkɔ̃pəʁt,verbe_flexion
recomportez,ʁəkɔ̃pəʁte,verbe_flexion
recomportiez,ʁəkɔ̃pəʁtje,verbe_flexion
recomportions,ʁəkɔ̃pəʁtjɔ̃,verbe_flexion
recomportons,ʁəkɔ̃pəʁtɔ̃,verbe_flexion
recomportâmes,ʁəkɔ̃pəʁtam,verbe_flexion
recomportât,ʁəkɔ̃pəʁta,verbe_flexion
recomportâtes,ʁəkɔ̃pəʁtat,verbe_flexion
recomportèrent,ʁəkɔ̃pəʁtɛʁ,verbe_flexion
recomporté,ʁəkɔ̃pəʁte,verbe_flexion
recomportée,ʁəkɔ̃pəʁte,verbe_flexion
recomportées,ʁəkɔ̃pəʁte,verbe_flexion
recomportés,ʁəkɔ̃pəʁte,verbe_flexion
reconcaténer,ʁəkɔ̃kase,verbe
reconfigura,ʁəkɔ̃plika,verbe_flexion
reconfigurai,ʁəkɔ̃plike,verbe_flexion
reconfiguraient,ʁəkɔ̃plikɛ,verbe_flexion
reconfigurais,ʁəkɔ̃plikɛ,verbe_flexion
reconfigurait,ʁəkɔ̃plikɛ,verbe_flexion
reconfigurant,ʁəkɔ̃plikɑ̃,verbe_flexion
reconfiguras,ʁəkɔ̃plika,verbe_flexion
reconfigurasse,ʁəkɔ̃plikas,verbe_flexion
reconfigurassent,ʁəkɔ̃plikas,verbe_flexion
reconfigurasses,ʁəkɔ̃plikas,verbe_flexion
reconfigurassiez,ʁəkɔ̃plikasje,verbe_flexion
reconfigurassions,ʁəkɔ̃plikasjɔ̃,verbe_flexion
reconfigure,ʁəkɔ̃plik,verbe_flexion
reconfigurent,ʁəkɔ̃plik,verbe_flexion
reconfigurera,ʁəkɔ̃plikəʁa,verbe_flexion
reconfigurerai,ʁəkɔ̃plikəʁe,verbe_flexion
reconfigureraient,ʁəkɔ̃plikəʁɛ,verbe_flexion
reconfigurerais,ʁəkɔ̃plikəʁɛ,verbe_flexion
reconfigurerait,ʁəkɔ̃plikəʁɛ,verbe_flexion
reconfigureras,ʁəkɔ̃plikəʁa,verbe_flexion
reconfigurerez,ʁəkɔ̃plikəʁe,verbe_flexion
reconfigureriez,ʁəkɔ̃plikəʁje,verbe_flexion
reconfigurerions,ʁəkɔ̃plikəʁjɔ̃,verbe_flexion
reconfigurerons,ʁəkɔ̃plikəʁɔ̃,verbe_flexion
reconfigureront,ʁəkɔ̃plikəʁɔ̃,verbe_flexion
reconfigures,ʁəkɔ̃plik,verbe_flexion
reconfigurez,ʁəkɔ̃plike,verbe_flexion
reconfiguriez,ʁəkɔ̃plikje,verbe_flexion
reconfigurions,ʁəkɔ̃plikjɔ̃,verbe_flexion
reconfigurons,ʁəkɔ̃plikɔ̃,verbe_flexion
reconfigurâmes,ʁəkɔ̃plikam,verbe_flexion
reconfigurât,ʁəkɔ̃plika,verbe_flexion
reconfigurâtes,ʁəkɔ̃plikat,verbe_flexion
reconfigurèrent,ʁəkɔ̃plikɛʁ,verbe_flexion
reconfiguré,ʁəkɔ̃plike,verbe_flexion
reconfigurée,ʁəkɔ̃plike,verbe_flexion
reconfigurées,ʁəkɔ̃plike,verbe_flexion
reconfigurés,ʁəkɔ̃plike,verbe_flexion
reconformer,ʁəkɔ̃kɔ̃fɔʁme,verbe
reconstructifs,ʁəkɔ̃stʁyktiv,adjectif_flexion
reconstructrices,ʁəkɔ̃stʁyktis,adjectif_flexion
reconviennes,ʁəkɔ̃vɛn,verbe_flexion
reconvulsionner,ʁəkɔ̃vylsjne,verbe
recoopter,ʁəkɔɔpeʁe,verbe
recorromps,ʁəkɔʁɔ̃,verbe_flexion
recouronna,ʁəkuʁɔɲa,verbe_flexion
recouronnai,ʁəkuʁɔɲe,verbe_flexion
recouronnant,ʁəkuʁɔɲɑ̃,verbe_flexion
recouronnas,ʁəkuʁɔɲa,verbe_flexion
recouronnasse,ʁəkuʁɔɲas,verbe_flexion
recouronnassent,ʁəkuʁɔɲas,verbe_flexion
recouronnasses,ʁəkuʁɔɲas,verbe_flexion
recouronnassiez,ʁəkuʁɔɲasje,verbe_flexion
recouronnassions,ʁəkuʁɔɲasjɔ̃,verbe_flexion
recouronne,ʁəkuʁɔɲ,verbe_flexion
recouronnent,ʁəkuʁɔɲ,verbe_flexion
recouronnera,ʁəkuʁɔɲəʁa,verbe_flexion
recouronnerai,ʁəkuʁɔɲəʁe,verbe_flexion
recouronneraient,ʁəkuʁɔɲəʁɛ,verbe_flexion
recouronnerais,ʁəkuʁɔɲəʁɛ,verbe_flexion
recouronnerait,ʁəkuʁɔɲəʁɛ,verbe_flexion
recouronneras,ʁəkuʁɔɲəʁa,verbe_flexion
recouronnerez,ʁəkuʁɔɲəʁe,verbe_flexion
recouronneriez,ʁəkuʁɔɲəʁje,verbe_flexion
recouronnerions,ʁəkuʁɔɲəʁjɔ̃,verbe_flexion
recouronnerons,ʁəkuʁɔɲəʁɔ̃,verbe_flexion
recouronneront,ʁəkuʁɔɲəʁɔ̃,verbe_flexion
recouronnes,ʁəkuʁɔɲ,verbe_flexion
recouronnez,ʁəkuʁɔɲe,verbe_flexion
recouronnons,ʁəkuʁɔɲɔ̃,verbe_flexion
recouronnâmes,ʁəkuʁɔɲam,verbe_flexion
recouronnât,ʁəkuʁɔɲa,verbe_flexion
recouronnâtes,ʁəkuʁɔɲat,verbe_flexion
recouronnèrent,ʁəkuʁɔɲɛʁ,verbe_flexion
recouronné,ʁəkuʁɔɲe,verbe_flexion
recouronnée,ʁəkuʁɔɲe,verbe_flexion
recouronnées,ʁəkuʁɔɲe,verbe_flexion
recouronnés,ʁəkuʁɔɲe,verbe_flexion
recouvreuses,kɔ̃keʁøz,adjectif_flexion
recriminaliser,ʁəkʁiinalize,verbe
recryogénisa,ʁəkʁijoʒeniza,verbe_flexion
recryogénisai,ʁəkʁijoʒenize,verbe_flexion
recryogénisaient,ʁəkʁijoʒenizɛ,verbe_flexion
recryogénisais,ʁəkʁijoʒenizɛ,verbe_flexion
recryogénisait,ʁəkʁijoʒenizɛ,verbe_flexion
recryogénisant,ʁəkʁijoʒenizɑ̃,verbe_flexion
recryogénisas,ʁəkʁijoʒeniza,verbe_flexion
recryogénisasse,ʁəkʁijoʒenizas,verbe_flexion
recryogénisassent,ʁəkʁijoʒenizas,verbe_flexion
recryogénisasses,ʁəkʁijoʒenizas,verbe_flexion
recryogénisassiez,ʁəkʁijoʒenizasje,verbe_flexion
recryogénisassions,ʁəkʁijoʒenizasjɔ̃,verbe_flexion
recryogénise,ʁəkʁijoʒeniz,verbe_flexion
recryogénisent,ʁəkʁijoʒeniz,verbe_flexion
recryogéniser,ʁəkʁijoʒenize,verbe
recryogénisera,ʁəkʁijoʒenizəʁa,verbe_flexion
recryogéniserai,ʁəkʁijoʒenizəʁe,verbe_flexion
recryogéniseraient,ʁəkʁijoʒenizəʁɛ,verbe_flexion
recryogéniserais,ʁəkʁijoʒenizəʁɛ,verbe_flexion
recryogéniserait,ʁəkʁijoʒenizəʁɛ,verbe_flexion
recryogéniseras,ʁəkʁijoʒenizəʁa,verbe_flexion
recryogéniserez,ʁəkʁijoʒenizəʁe,verbe_flexion
recryogéniseriez,ʁəkʁijoʒenizəʁje,verbe_flexion
recryogéniserions,ʁəkʁijoʒenizəʁjɔ̃,verbe_flexion
recryogéniserons,ʁəkʁijoʒenizəʁɔ̃,verbe_flexion
recryogéniseront,ʁəkʁijoʒenizəʁɔ̃,verbe_flexion
recryogénises,ʁəkʁijoʒeniz,verbe_flexion
recryogénisez,ʁəkʁijoʒenize,verbe_flexion
recryogénisiez,ʁəkʁijoʒenizje,verbe_flexion
recryogénisions,ʁəkʁijoʒenizjɔ̃,verbe_flexion
recryogénisons,ʁəkʁijoʒenizɔ̃,verbe_flexion
recryogénisâmes,ʁəkʁijoʒenizam,verbe_flexion
recryogénisât,ʁəkʁijoʒeniza,verbe_flexion
recryogénisâtes,ʁəkʁijoʒenizat,verbe_flexion
recryogénisèrent,ʁəkʁijoʒenizɛʁ,verbe_flexion
recryogénisé,ʁəkʁijoʒenize,verbe_flexion
recryogénisée,ʁəkʁijoʒenize,verbe_flexion
recryogénisées,ʁəkʁijoʒenize,verbe_flexion
recryogénisés,ʁəkʁijoʒenize,verbe_flexion
recrépir,kʁepiʁ,verbe
recrûe,ʁəkʁy,verbe_flexion
recrûes,ʁəkʁy,verbe_flexion
recueilleur,ʁəkøjœʁ,nom
recueilleurs,ʁəkøjœʁ,nom_flexion
redeviennes,ʁədəvɛn,verbe_flexion
rediffs,ʁədif,nom_flexion
redispenser,ʁədisdispɑ̃se,verbe
redistanèrent,ʁədistɑ̃sɛʁ,verbe_flexion
