phonème,graphème,occurences,pourcentage,exemple_1,exemple_2,exemple_3
ø,œ,76,0.0,alstrœmère,diœstrus,gœthée
ø,eû,151,0.01,cheûla,cheûlai,cheûlaient
ø,oe,49,0.0,alumogoethites,foehna,foehnai
ø,œu,14,0.0,blanchœuvrier,blanchœuvriers,bœuvonnage
ø,ö,0,0.0,,,
ø,eud,1,0.0,alleud,,
ø,eue,52,0.0,banlieue,bleue,chaqueue
ø,euent,0,0.0,,,
ø,eues,32,0.0,banlieues,bleues,chaqueues
ø,euf,3,0.0,esteuf,neufchâtel,éteuf
ø,eufs,2,0.0,esteufs,éteufs,
ø,euhe,1,0.0,chleuhe,,
ø,euhes,1,0.0,chleuhes,,
ø,euhs,2,0.0,chleuhs,schleuhs,
ø,eur,9,0.0,croquemonsieur,jouteurs,monsieur
ø,eurs,4,0.0,croquemonsieurs,messieurs,croque-messieurs
ø,eus,115,0.0,antibleus,autopromeus,beubeus
ø,eut,17,0.0,autopromeut,déveut,meut
ø,euts,1,0.0,émeuts,,
ø,œud,8,0.0,inœud,nœud,demi-nœud
ø,œuds,7,0.0,inœuds,nœuds,supernœuds
ø,œulx,0,0.0,,,
ø,œux,1,0.0,vœux,,
y,eu,144,0.0,asseura,asseurai,asseuraient
y,eue,1,0.0,eue,,
y,eues,1,0.0,eues,,
y,eus,1,0.0,eus,,
y,eut,1,0.0,eut,,
y,eût,1,0.0,eût,,
y,hue,39,0.0,cohue,forhue,forhuera
y,huent,3,0.0,forhuent,huent,rehuent
y,hues,4,0.0,cohues,forhues,hues
y,eû,4,0.0,eûmes,eûtes,vergeûre
y,hu,3411,0.01,abathudois,abathudoise,abathudoises
y,u,167602,0.93,abacule,abarticulaire,abarticulaires
y,ü,132,0.0,argüa,argüai,argüaient
y,eü,13,0.0,bringeüre,chargeüre,chargeüres
y,us,752,0.0,abattus,abbattus,absolus
y,uu,4,0.0,buumdroeger,buumdroegers,buuz
y,üe,21,0.0,aigüe,ambigüe,argüe
y,uë,10,0.0,aiguë,ambiguë,arguë
y,û,1471,0.0,absolûmes,absolûtes,accourûmes
y,ue,3114,0.01,abattue,abbattue,ablue
y,hus,10,0.0,cartahus,copahus,dahus
y,hut,7,0.0,ahut,bahut,chahut
y,huts,6,0.0,ahuts,bahuts,chahuts
y,uent,226,0.0,abluent,accentuent,actuent
y,uënt,1,0.0,arguënt,,
y,üent,1,0.0,argüent,,
y,ues,756,0.0,abattues,abbattues,ablues
y,uës,7,0.0,aiguës,ambiguës,arguës
y,ües,7,0.0,aigües,ambigües,argües
y,ul,68,0.0,acul,bacul,cornecul
y,uls,33,0.0,aculs,baculs,corneculs
y,upt,1,0.0,rupt,,
y,upts,1,0.0,rupts,,
y,ûs,6,0.0,concrûs,crûs,décrûs
y,ut,219,0.0,absolut,accourut,accrut
y,ût,192,0.0,absolût,accourût,accrût
y,uth,1,0.0,bizuth,,
y,uths,1,0.0,bizuths,,
y,uts,33,0.0,acuts,affuts,ajuts
y,ûts,4,0.0,affûts,fûts,raffûts
y,ux,4,0.0,afflux,flux,influx
y,uz,1,0.0,ruz,,
u,hou,1301,0.01,aghoul,aghouls,bhoutanais
u,houe,17,0.0,houe,houemens,houement
u,houx,3,0.0,houx,houx-frelon,houx-frelons
u,ou,102078,0.85,abajour,abajours,abalourdi
u,où,7,0.0,ankoù,ayoù,bagadoù
u,ouh,7,0.0,bouh,brouhahas,brouhas
u,aou,205,0.0,dessaoula,dessaoulai,dessaoulaient
u,aoû,4,0.0,aoûter,aoûteron,aoûterons
u,hoo,132,0.0,homeschooler,homeschooleur,hooch
u,hu,195,0.0,aghul,aghuls,cothurnie
u,oû,1657,0.01,aboûmens,aboûment,aboûments
u,u,3098,0.02,abducens,abdullah,abdullahs
u,ü,1,0.0,nü-metal,,
u,e,199,0.0,autointerviewa,autointerviewai,autointerviewaient
u,o,151,0.0,bergopzom,bergopzoms,biznesswoman
u,oe,61,0.0,boer,broebela,broebelai
u,oo,3377,0.02,aircooling,appaloosa,autogooglisa
u,oup,110,0.0,beaucoup,cloup,contrecoup
u,oue,1432,0.01,abajoue,abouemens,abouement
u,ow,10,0.0,bowling,bowlings,clowne
u,ui,81,0.0,cruisa,cruisable,cruisai
u,w,136,0.0,attonewton,attonewtons,centinewton
u,aoul,1,0.0,saoul,,
u,aouls,1,0.0,saouls,,
u,ew,128,0.0,crew,homebrew,interview
u,ews,1,0.0,interviews,,
u,oub,3,0.0,doubte,doubtes,radoub
u,oubs,1,0.0,radoubs,,
u,ouc,1,0.0,caoutchouc,,
u,oucs,1,0.0,caoutchoucs,,
u,oud,12,0.0,berthoud,bouddhas,coud
u,ouds,7,0.0,berthouds,couds,découds
u,ouent,112,0.0,accouent,afflouent,affrouent
u,oues,138,0.0,abajoues,accoues,affloues
u,oug,3,0.0,chougneur,chougneurs,pougnon
u,ougs,1,0.0,jougs,,
u,ouls,2,0.0,pouls,souls,
u,oos,8,0.0,boogaloos,chundoos,didjeridoos
u,oups,16,0.0,cloups,contrecoups,coups
u,ous,4048,0.03,aboucouchous,absous,acajous
u,out,108,0.0,about,absout,ajout
u,oût,11,0.0,coût,dégoût,goût
u,outs,43,0.0,abouts,absouts,ajouts
u,oûts,9,0.0,coûts,dégoûts,goûts
u,oux,72,0.0,adoux,ajoux,alloux
u,us,48,0.0,alukus,bilulus,bornus
o,au,53730,0.28,abiauge,abiaugea,abiaugeai
o,aulx,3,0.0,aulx,faulx,topinambaulx
o,aux,1413,0.0,abbatiaux,abdominaux,abismaux
o,eau,2511,0.01,abeausi,abeausie,abeausies
o,eaux,647,0.0,aboiteaux,aboteaux,agasseaux
o,haut,47,0.0,haut,hautboïste,hautfond
o,hauts,13,0.0,hauts,nylghauts,ultrahauts
o,ho,2456,0.01,acanthose,acanthosome,acanthosomes
o,ô,3941,0.02,acône,acônes,affrôla
o,oh,766,0.0,almohade,alumohématites,attoohm
o,os,2163,0.01,abdos,abobos,abos
o,aul,19,0.0,aulnage,aulnages,aulne
o,ha,12,0.0,chaonorrhagie,chaonorrhagies,dancehall
o,hau,501,0.0,antihausse,blockhaus,bouhaureau
o,heau,43,0.0,déheauma,déheaumai,déheaumaient
o,hô,71,0.0,hôla,hôlai,hôlaient
o,hoa,0,0.0,,,
o,o,116191,0.62,abacos,abacost,abandogiciel
o,a,122,0.0,balltrap,baseball,baseballs
o,aû,4,0.0,afaûtri,afaûtris,jaûne
o,aw,95,0.0,coleslaw,crawla,crawlai
o,eo,17,0.0,digeo,esturgeonnière,esturgeonnières
o,ó,0,0.0,,,
o,ō,0,0.0,,,
o,oa,363,0.0,autoadresser,autocoacher,autocoat
o,oo,69,0.0,alcoolase,alcoolases,alcoolat
o,ao,1,0.0,curaçao,,
o,aos,4,0.0,curaçaos,saosnois,saosnoise
o,aud,117,0.0,adriaud,artichaud,babaud
o,auds,63,0.0,adriauds,artichauds,badauds
o,ault,7,0.0,boursault,cinsault,frinault
o,aults,6,0.0,boursaults,cinsaults,frinaults
o,aus,18,0.0,antitaus,berimbaus,burgaus
o,aut,52,0.0,artichaut,assaut,aïaut
o,auts,35,0.0,artichauts,assauts,aïauts
o,auw,1,0.0,dauw,,
o,auws,1,0.0,dauws,,
o,aws,4,0.0,coleslaws,landaws,squaws
o,eaus,3,0.0,cheaus,moreaus,perreaus
o,hos,12,0.0,cahos,cathos,lithos
o,oc,6,0.0,accroc,croc,escroc
o,ocs,4,0.0,accrocs,brocs,crocs
o,oe,7,0.0,choesels,eddoe,floe
o,oos,1,0.0,zoos,,
o,ooz,0,0.0,,,
o,op,6,0.0,galop,salop,sirop
o,ops,3,0.0,galops,salops,sirops
o,ôs,4,0.0,butôs,chamôs,chapôs
o,ot,485,0.0,abacot,abot,abricot
o,ôt,34,0.0,aussitôt,autoclôt,bientôt
o,oth,3,0.0,ostrogoth,visigoth,wisigoth
o,oths,3,0.0,ostrogoths,visigoths,wisigoths
o,ots,374,0.0,abacots,abots,acalots
o,ôts,8,0.0,dépôts,entrepôts,expôts
o,ow,86,0.0,bungalow,cowboys,cowpunk
o,ows,8,0.0,bungalows,chamallows,flows
o,oz,0,0.0,,,
ɔ,au,21818,0.05,acausal,acausale,acausales
ɔ,hau,84,0.0,chaulmoogrique,exhaura,exhaurai
ɔ,ho,8048,0.01,abhorra,abhorrable,abhorrables
ɔ,hô,68,0.0,hôtela,hôtelai,hôtelaient
ɔ,o,400033,0.92,aaronais,aaronaise,aaronaises
ɔ,a,274,0.0,basketball,batcha,batchai
ɔ,ao,43,0.0,aostiennes,aostiens,extraordinarisa
ɔ,aw,8,0.0,crawl,lawrencite,lawrencium
ɔ,ö,0,0.0,,,
ɔ,ô,101,0.0,ancônitains,apôtres,aumônières
ɔ,ō,0,0.0,,,
ɔ,oa,493,0.0,autocoacha,autocoachai,autocoachaient
ɔ,oho,5,0.0,alcohol,alcoholique,alcoholisation
ɔ,oo,334,0.0,alcool,alcoolate,alcoolates
ɔ,ou,38,0.0,bouncer,broussailleur,broussailleurs
ɔ,ow,48,0.0,blower,crowdsource,crowdsourcent
ɔ,u,1504,0.0,abomasum,abomasums,aceretum
ɔ,ü,2,0.0,capharnaüm,capharnaüms,
ɔ,œ,1,0.0,cœrcif,,
ɔ,os,143,0.0,allegrettos,allégrettos,altos
ɔ,ot,65,0.0,arbrot,arcot,blanchot
ɔ,ots,79,0.0,abricots,arbrots,arcots
ɔ̃,hon,530,0.0,achondroplase,achondroplases,achondroplasie
ɔ̃,on,59339,0.23,abaknon,abaliénation,abandon
ɔ̃,ont,30386,0.11,abaderont,abaieront,abaisseront
ɔ̃,hom,36,0.0,dirhombicosidodécaèdre,dirhombicosidodécaèdres,dirhombidodécaèdre
ɔ̃,om,13708,0.05,accombant,accombante,accombantes
ɔ̃,um,55,0.0,circumméridien,circumméridienne,circumméridiennes
ɔ̃,un,282,0.0,acupuncteur,acupuncteure,acupuncteures
ɔ̃,omp,107,0.0,accompte,accomptes,acompte
ɔ̃,ump,0,0.0,,,
ɔ̃,unk,1,0.0,skunks,,
ɔ̃,aon,0,0.0,,,
ɔ̃,aons,1,0.0,taons,,
ɔ̃,omb,32,0.0,aplomb,attocoulomb,centicoulomb
ɔ̃,ombs,26,0.0,aplombs,attocoulombs,centicoulombs
ɔ̃,ompt,9,0.0,corrompt,interrompt,recorrompt
ɔ̃,ompts,1,0.0,prompts,,
ɔ̃,oms,12,0.0,binoms,condoms,noms
ɔ̃,onc,8,0.0,ajonc,alitronc,coudonc
ɔ̃,oncs,4,0.0,alitroncs,joncs,troncs
ɔ̃,ond,180,0.0,abscond,affond,appond
ɔ̃,onds,69,0.0,absconds,affonds,antirebonds
ɔ̃,ong,16,0.0,barlong,cachalong,cacholong
ɔ̃,ongs,12,0.0,barlongs,cacholongs,dugongs
ɔ̃,ons,150679,0.58,abadassions,abaderions,abaderons
ɔ̃,onts,32,0.0,affronts,amonts,autoponts
ɑ̃,an,68633,0.27,abancourtois,abancourtoise,abancourtoises
ɑ̃,ans,811,0.0,abondans,aboussans,accablans
ɑ̃,en,102764,0.4,abducens,abengourois,abergementais
ɑ̃,han,510,0.0,afghan,ahan,alhandal
ɑ̃,e,3919,0.01,décurrente,désemmaillota,désemmaillotai
ɑ̃,am,9864,0.03,abampère,abampères,acampsie
ɑ̃,em,23348,0.09,ademption,ademptions,alembroth
ɑ̃,ham,224,0.0,dhampire,dhampires,hambourg
ɑ̃,hen,578,0.0,appréhenda,appréhendabilité,appréhendabilités
ɑ̃,a,226,0.0,amblystome,amblystomes,ameuloner
ɑ̃,aan,1,0.0,afrikaans,,
ɑ̃,aën,0,0.0,,,
ɑ̃,amp,98,0.0,champleva,champlevage,champlevages
ɑ̃,ang,104,0.0,bangkokien,bangkokienne,bangkokiennes
ɑ̃,emp,11,0.0,arlempdois,autoexempte,autoexemptent
ɑ̃,aen,0,0.0,,,
ɑ̃,amps,6,0.0,camps,champs,contrechamps
ɑ̃,ams,1,0.0,dams,,
ɑ̃,anc,195,0.0,antiblanc,banc,blanc
ɑ̃,ancs,36,0.0,antiblancs,bancs,blancs
ɑ̃,and,299,0.0,allemand,anglonormand,argand
ɑ̃,ands,90,0.0,allemands,anglonormands,antiallemands
ɑ̃,angs,15,0.0,farsangs,pursangs,rangs
ɑ̃,ant,29577,0.11,abadant,abaissant,abalant
ɑ̃,ants,2019,0.0,abasourdissants,abatants,abattants
ɑ̃,aon,8,0.0,craon,faon,laonnois
ɑ̃,aons,3,0.0,craons,faons,paons
ɑ̃,emps,23,0.0,chautemps,contretemps,entretemps
ɑ̃,empt,1,0.0,exempt,,
ɑ̃,empts,1,0.0,exempts,,
ɑ̃,end,102,0.0,append,apprend,ascend
ɑ̃,ends,92,0.0,appends,apprends,ascends
ɑ̃,eng,2,0.0,hareng,paseng,
ɑ̃,engs,1,0.0,harengs,,
ɑ̃,ens,1362,0.0,abaissemens,abandonnemens,abasourdissemens
ɑ̃,ent,5023,0.01,abaissement,abandonnement,abandonnément
ɑ̃,ents,2565,0.01,abaissements,abandonnements,abasourdissements
ɑ̃,hans,11,0.0,afghans,ahans,astrakhans
ɑ,a,5827,0.53,abiaugeasse,abiaugeassent,abiaugeasses
ɑ,â,4460,0.4,abâtardi,abâtardie,abâtardies
ɑ,hâ,127,0.01,déhâler,hâbla,hâblai
ɑ,as,102,0.0,abras,alenas,anhingas
ɑ,aa,9,0.0,cadaa,kraal,kraals
ɑ,am,2,0.0,ampallang,ampallangs,
ɑ,âh,1,0.0,sâhous,,
ɑ,i,158,0.01,antiglissoire,antiglissoires,boisa
ɑ,î,46,0.0,boîta,boîtable,boîtables
ɑ,âs,3,0.0,lâs,pangniâs,regipiâs
ɑ,ât,165,0.01,accensât,accommodât,admirât
ɑ,at,9,0.0,agnacat,composat,cornillat
ɑ,ats,8,0.0,agnacats,composats,cornillats
ɑ,âts,6,0.0,bâts,entrebâts,ghâts
ɑ,aw,9,0.0,bucksaw,chainsaw,chawl
ɑ,az,3,0.0,lapiaz,raz,raz
a,a,866688,0.82,a,a-,aalclim
a,à,231,0.0,bàs,celà,delà
a,ah,269,0.0,abdullah,ah,ahriman
a,as,58281,0.05,aas,abacas,abadas
a,aa,200,0.0,aakérite,aakérites,aalénien
a,ha,10382,0.0,abeilhanais,abeilhanaise,abeilhanaises
a,hâ,166,0.0,absinthâmes,absinthâtes,arrhâmes
a,â,58870,0.05,abadâmes,abadâtes,abaissâmes
a,ã,0,0.0,,,
a,ä,0,0.0,,,
a,ae,12,0.0,baeckeoffe,baes,baesine
a,ao,121,0.0,daonnais,daonnaise,daonnaises
a,at,922,0.0,abat,abbat,abbatiat
a,e,592,0.0,antécédemment,anvoye,apparemment
a,ê,94,0.0,poêla,poêlage,poêlages
a,i,18599,0.01,abainvilloise,abainvilloises,abancourtoise
a,î,759,0.0,aboîment,aboîments,accroîtra
a,ie,1989,0.0,aboie,aboiemens,aboiement
a,ig,81,0.0,doigta,doigtai,doigtaient
a,o,628,0.0,blackout,blackouta,blackoutai
a,y,527,0.0,aboyeur,aboyeurs,aboyiez
a,āʾ,0,0.0,,,
a,ac,11,0.0,antitabac,cotignac,estomac
a,ach,1,0.0,almanach,,
a,achs,1,0.0,almanachs,,
a,acs,7,0.0,antitabacs,estomacs,lacs
a,act,0,0.0,,,
a,acts,0,0.0,,,
a,ahs,41,0.0,abdullahs,argilahs,ayatollahs
a,ap,7,0.0,drap,flexographies,sparadrap
a,aps,3,0.0,draps,sparadraps,sati-draps
a,ars,2,0.0,gars,maître-gars,
a,ât,26901,0.02,abadât,abaissât,abaliénât
a,ats,565,0.0,abats,abbatiats,abbats
a,âts,5,0.0,appâts,dégâts,mâts
a,ax,0,0.0,,,
a,id,8,0.0,antifroid,froid,pissefroid
a,ids,12,0.0,compoids,contrepoids,froids
a,ient,195,0.0,aboient,aloient,apitoient
a,ies,207,0.0,aboies,aloies,apitoies
a,igt,3,0.0,doigt,doigt-de-gant,rince-doigt
a,igts,5,0.0,doigts,doigts-de-gant,lèche-doigts
a,is,1078,0.0,abainvillois,abancourtois,abathudois
a,it,141,0.0,accroit,adroit,antoit
a,ît,11,0.0,accroît,benoît,concroît
a,its,62,0.0,adroits,antoits,benoits
a,îts,6,0.0,benoîts,croîts,décroîts
a,ix,68,0.0,choix,compoix,croix
a,ois,22,0.0,acquois,aderguois,ansacquois
a,yes,3,0.0,anvoyes,envoyes,oyes
aj,hei,140,0.01,alzheimer,alzheimerien,alzheimerienne
aj,high,53,0.0,highball,highland,highlander
aj,hy,75,0.0,hypa,hypai,hypaient
aj,hi,197,0.02,déwhitelista,déwhitelistage,déwhitelistages
aj,i,1432,0.18,airtime,airtimes,aquabike
aj,igh,0,0.0,,,
aj,y,5770,0.75,aboya,aboyable,aboyables
dʒ,j,1136,0.83,ateji,blackjack,carjacka
dʒ,g,224,0.16,adagietto,adagiettos,adagio
ij,i,9175,0.88,abattriez,abattrions,abbattriez
ij,y,1164,0.11,agryon,agryons,amblyope
ks,x,23455,0.93,aasax,abaxial,abraxas
ks,xc,997,0.03,autoexcita,autoexcitai,autoexcitaient
ks,xs,195,0.0,exsangua,exsanguai,exsanguaient
ks,xe,190,0.0,affixe,ajaxe,allodoxe
ks,xes,157,0.0,affixes,ajaxes,anaptyxes
ks,xent,108,0.0,affixent,ajaxent,annexent
ɡz,x,4760,1.0,actinauxisme,actinauxismes,amphixénose
ɡz,xh,0,0.0,,,
ɔɛ,œ,0,0.0,,,
tʃ,ch,0,0.0,,,
tʃ,x,1,1.0,xavante,,
tʃ,œ,0,0.0,,,
wa,o,9,1.0,anchoïades,broyes,surmoïquement
be,b,130,1.0,abc,abcd,b
se,c,128,1.0,abc,abcd,bcbg
de,d,56,1.0,abcd,d,dpa
ɛf,f,42,1.0,f,grief,pdfisa
ʒe,g,92,1.0,bcbg,cgs,g
aʃ,h,197,1.0,bhlisa,bhlisai,bhlisaient
ʒi,j,2,1.0,j,màj,
ka,k,45,1.0,k,kgbisa,kgbisai
ɛl,l,186,1.0,agroindustriel,bhlisa,bhlisai
ɛm,m,122,1.0,htmlisa,htmlisai,htmlisaient
ɛn,n,215,1.0,gentlemans,gentlemen,gentry
pe,p,144,1.0,dpa,dpi,ips
ky,q,3,1.0,q,qu-,qu-in-situ
ɛʁ,r,89,1.0,cœrcif,jerk,jerka
ɛs,s,197,0.84,bàs,cgs,cssisa
ɛs,ss,36,0.15,smssa,smssai,smssaient
te,t,60,1.0,htmlisa,htmlisai,htmlisaient
ve,v,6,1.0,pv,vdd,vhosts
dubləve,w,2,1.0,w,wgeter,
iks,x,45,1.0,xette,xettes,xième
iɡʁɛk,y,0,0.0,,,
zɛd,z,1,1.0,z,,
dø,2,0,0.0,,,
dø,ii,0,0.0,,,
tʁwa,3,0,0.0,,,
tʁwa,iii,0,0.0,,,
tʁwɑ,3,0,0.0,,,
tʁwɑ,iii,0,0.0,,,
katʁ,4,0,0.0,,,
katʁ,iv,0,0.0,,,
sɛ̃k,5,0,0.0,,,
sɛ̃k,v,0,0.0,,,
sis,6,0,0.0,,,
sis,vi,0,0.0,,,
sɛt,7,0,0.0,,,
sɛt,vii,0,0.0,,,
ɥit,8,0,0.0,,,
ɥit,viii,0,0.0,,,
nœf,9,0,0.0,,,
nœf,ix,0,0.0,,,
dis,10,0,0.0,,,
dis,x,0,0.0,,,
